ID,Name,Location,Difficulty,Rating,Length,Gain,Route,Keywords,Link,img1,img2,img3
point-nature-trail-loop,Point Nature Trail Loop,"Texada Island, British Columbia",easy,4.2,2.6,51,Loop,"Camping, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Beach, Dog friendly, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/point-nature-trail-loop?ref=result-card,point-nature-trail-loop-0.jpg,point-nature-trail-loop-1.jpg,point-nature-trail-loop-2.jpg
gray-point-trail,Gray Point Trail,Montague Harbor Marine Provincial Park,easy,4.4,2.1,21,Loop,"Dogs on leash, Kid friendly, Hiking, Walking, Beach, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/gray-point-trail?ref=result-card,gray-point-trail-0.jpg,gray-point-trail-1.jpg,gray-point-trail-2.jpg
kleanza-creek,Kleanza Creek Trail,Kleanza Creek Provincial Park,easy,3.9,1.6,63,Out & Back,"Hiking, Nature trips, Walking, Forest, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/kleanza-creek?ref=result-card,kleanza-creek-0.jpg,kleanza-creek-1.jpg,kleanza-creek-2.jpg
mount-work-and-heartland-trails,Mount Work and Heartland Trails,Mount Work Regional Park,easy,4.2,12.1,473,Loop,"Hiking, Nature trips, Walking, Bird watching, Running, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/mount-work-and-heartland-trails?ref=result-card,mount-work-and-heartland-trails-0.jpg,mount-work-and-heartland-trails-1.jpg,mount-work-and-heartland-trails-2.jpg
pine-tree-trail,Juniper Trail,Jackman Flats Provincial Park,easy,4.5,3.5,55,Loop,"Kid friendly, Cross-country skiing, Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Running, Forest, Views, Wildflowers, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/pine-tree-trail?ref=result-card,pine-tree-trail-0.jpg,pine-tree-trail-1.jpg,pine-tree-trail-2.jpg
fulford-harbour-loop,Fulford Harbour Loop,"Capital F, British Columbia",easy,3.5,4.3,124,Loop,"Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/fulford-harbour-loop?ref=result-card,fulford-harbour-loop-0.jpg,fulford-harbour-loop-1.jpg,fulford-harbour-loop-2.jpg
bear-mountain-course-loop,Bear Mountain Course Loop,"Langford, British Columbia",easy,4.1,5.6,147,Loop,"Hiking, Mountain biking, Forest, River, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/bear-mountain-course-loop?ref=result-card,bear-mountain-course-loop-0.jpg,bear-mountain-course-loop-1.jpg,bear-mountain-course-loop-2.jpg
the-flying-firemen-crash-site--2,The Flying Firemen Crash Site,"Langford, British Columbia",easy,3.8,1.4,101,Out & Back,"Hiking, Forest, Off trail, Historic site",https://www.alltrails.com/trail/canada/british-columbia/the-flying-firemen-crash-site--2?ref=result-card,the-flying-firemen-crash-site--2-0.jpg,the-flying-firemen-crash-site--2-1.jpg,the-flying-firemen-crash-site--2-2.jpg
comox-lake-to-nymph-falls-via-puntledge-river-trail,Comox Lake to Nymph Falls via Puntledge River Trail,"Puntledge, British Columbia",easy,4.3,6.1,166,Point to point,"Kid friendly, Hiking, Nature trips, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/comox-lake-to-nymph-falls-via-puntledge-river-trail?ref=result-card,comox-lake-to-nymph-falls-via-puntledge-river-trail-0.jpg,comox-lake-to-nymph-falls-via-puntledge-river-trail-1.jpg,comox-lake-to-nymph-falls-via-puntledge-river-trail-2.jpg
kettle-valley-rail-trail--7,Kettle Valley Rail Trail,"Penticton 1, British Columbia",easy,2.7,14.5,151,Out & Back,"Camping, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Lake, Rails trails, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/kettle-valley-rail-trail--7?ref=result-card,kettle-valley-rail-trail--7-0.jpg,kettle-valley-rail-trail--7-1.jpg,kettle-valley-rail-trail--7-2.jpg
council-salish-and-clinton-trail,"Council, Salish and Clinton Trail",UBC Endowment Lands,easy,3.6,7.7,105,Loop,"Hiking, Walking, Running, Dog friendly, Forest, Partially paved",https://www.alltrails.com/trail/canada/british-columbia/council-salish-and-clinton-trail?ref=result-card,council-salish-and-clinton-trail-0.jpg,council-salish-and-clinton-trail-1.jpg,council-salish-and-clinton-trail-2.jpg
lower-thetis-lake-via-lewis-clark,Lower Thetis Lake via Lewis Clark,Thetis Lake Regional Park,easy,3.9,5,148,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Lake, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lower-thetis-lake-via-lewis-clark?ref=result-card,lower-thetis-lake-via-lewis-clark-0.jpg,lower-thetis-lake-via-lewis-clark-1.jpg,lower-thetis-lake-via-lewis-clark-2.jpg
blisters-sister-trail,Blister's Sister Trail,Ellison Provincial Park ,easy,4.1,5,187,Out & Back,"Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/blisters-sister-trail?ref=result-card,blisters-sister-trail-0.jpg,blisters-sister-trail-1.jpg,blisters-sister-trail-2.jpg
eager-hill-via-waterpark-trail,Eager Hill via Waterpark Trail,Cranbrook Community Forest Recreation Site,easy,4.2,3.4,186,Loop,"Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/eager-hill-via-waterpark-trail?ref=result-card,eager-hill-via-waterpark-trail-0.jpg,eager-hill-via-waterpark-trail-1.jpg,eager-hill-via-waterpark-trail-2.jpg
bert-flinn-loop,Bert Flinn and Lower Line Loop,Bert Flinn Park,easy,4.5,4,106,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/bert-flinn-loop?ref=result-card,bert-flinn-loop-0.jpg,bert-flinn-loop-1.jpg,bert-flinn-loop-2.jpg
shadow-lake-loop,Shadow Lake Loop,"Squamish-Lillooet Regional, British Columbia",easy,3.2,5.5,72,Loop,"Hiking, Nature trips, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/shadow-lake-loop?ref=result-card,shadow-lake-loop-0.jpg,shadow-lake-loop-1.jpg,shadow-lake-loop-2.jpg
rainy-day-lake,Rainy Day Lake ,"Powell River C, British Columbia",easy,4.3,8.2,413,Out & Back,"Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/rainy-day-lake?ref=result-card,rainy-day-lake-0.jpg,rainy-day-lake-1.jpg,rainy-day-lake-2.jpg
jane-lake-and-sky-to-sea-loop-trail,Jane Lake and Sky to Sea Loop Trail,"Whistler, British Columbia",easy,3.5,8.4,247,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/jane-lake-and-sky-to-sea-loop-trail?ref=result-card,jane-lake-and-sky-to-sea-loop-trail-0.jpg,jane-lake-and-sky-to-sea-loop-trail-1.jpg,jane-lake-and-sky-to-sea-loop-trail-2.jpg
loudon-walkway,Loudon Park and Trail Walkway ,"Nanaimo C, British Columbia",easy,3.5,1.1,17,Out & Back,"Dogs on leash, Kid friendly, Fishing, Hiking, Walking, Bird watching, Beach, Lake",https://www.alltrails.com/trail/canada/british-columbia/loudon-walkway?ref=result-card,loudon-walkway-0.jpg,loudon-walkway-1.jpg,loudon-walkway-2.jpg
beaver-lake-trail,Beaver Lake Trail,Stanley Park,easy,3.6,2.6,28,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/beaver-lake-trail?ref=result-card,beaver-lake-trail-0.jpg,beaver-lake-trail-1.jpg,beaver-lake-trail-2.jpg
bridge-trail,Bridge Trail,Goldstream Provincial Park,easy,3.4,0.6,22,Loop,"Hiking, Nature trips, Walking, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/bridge-trail?ref=result-card,bridge-trail-0.jpg,bridge-trail-1.jpg,bridge-trail-2.jpg
helm-glacier,Helm Glacier,Garibaldi Provincial Park,easy,4.5,2.4,153,Out & Back,"Hiking, Nature trips, Walking, Running, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/helm-glacier?ref=result-card,helm-glacier-0.jpg,helm-glacier-1.jpg,helm-glacier-2.jpg
somass-estuary-trail,Somass Estuary Trail,"Alberni-Clayoquot Regional, British Columbia",easy,3.8,5.8,19,Out & Back,"Hiking, Nature trips, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/somass-estuary-trail?ref=result-card,somass-estuary-trail-0.jpg,somass-estuary-trail-1.jpg,somass-estuary-trail-2.jpg
butterfly-and-mcivers-trail-loop,Butterfly and McIver's Trail Loop,Beaver Lodge Forest Lands,easy,4.1,4.8,100,Loop,"Hiking, Walking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/butterfly-and-mcivers-trail-loop?ref=result-card,butterfly-and-mcivers-trail-loop-0.jpg,butterfly-and-mcivers-trail-loop-1.jpg,butterfly-and-mcivers-trail-loop-2.jpg
ladner-harbour,Ladner Harbour,Ladner Harbour Park,easy,4,2.7,13,Out & Back,"Dogs on leash, Kid friendly, Nature trips, Walking, Bird watching, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/ladner-harbour?ref=result-card,ladner-harbour-0.jpg,ladner-harbour-1.jpg,ladner-harbour-2.jpg
larsons-landing-trail,Larson's Landing Trail,Duck Lake Protected Area,easy,3.2,10.3,204,Out & Back,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/larsons-landing-trail?ref=result-card,larsons-landing-trail-0.jpg,larsons-landing-trail-1.jpg,larsons-landing-trail-2.jpg
chase-river-estuary-loop,Chase River Estuary Loop,Chase River Estuary Park,easy,3.1,1.3,12,Loop,"Hiking, Nature trips, Walking, Bird watching, Forest, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/chase-river-estuary-loop?ref=result-card,chase-river-estuary-loop-0.jpg,chase-river-estuary-loop-1.jpg,chase-river-estuary-loop-2.jpg
rat-lake-loop,Rat Lake Loop,"Cowichan Valley A, British Columbia",easy,3.5,6,122,Loop,"Kid friendly, Hiking, Nature trips, Walking, Running, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/rat-lake-loop?ref=result-card,rat-lake-loop-0.jpg,rat-lake-loop-1.jpg,rat-lake-loop-2.jpg
hidden-grove-purple-blue-red-and-green-loop,"Hidden Grove Purple, Blue, Red and Green Loop","Sechelt, British Columbia",easy,4.6,4.7,115,Loop,"Kid friendly, Hiking, Walking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/hidden-grove-purple-blue-red-and-green-loop?ref=result-card,hidden-grove-purple-blue-red-and-green-loop-0.jpg,hidden-grove-purple-blue-red-and-green-loop-1.jpg,hidden-grove-purple-blue-red-and-green-loop-2.jpg
giscome-portage-trail,Giscome Portage Trail,Giscome Portage Trail Protected Area,easy,3.3,16.3,435,Out & Back,"Cross-country skiing, Hiking, Horseback riding, Mountain biking, Nature trips, Snowshoeing, Walking, Bird watching, Dog friendly, Forest, River, Views, Wildflowers, Wildlife, Over grown, Snow, Historic site",https://www.alltrails.com/trail/canada/british-columbia/giscome-portage-trail?ref=result-card,giscome-portage-trail-0.jpg,giscome-portage-trail-1.jpg,giscome-portage-trail-2.jpg
stoney-creek-trail,Stoney Creek Trail,"Burnaby, British Columbia",easy,3.5,2.1,39,Point to point,"Hiking, Nature trips, Walking, Running, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/stoney-creek-trail?ref=result-card,stoney-creek-trail-0.jpg,stoney-creek-trail-1.jpg,stoney-creek-trail-2.jpg
mckenzie-creek-and-seaborne-trail,McKenzie Creek and Seaborne Trail Loop,Thetis Lake Regional Park,easy,4.3,6,96,Loop,"Kid friendly, Hiking, Nature trips, Bird watching, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/mckenzie-creek-and-seaborne-trail?ref=result-card,mckenzie-creek-and-seaborne-trail-0.jpg,mckenzie-creek-and-seaborne-trail-1.jpg,mckenzie-creek-and-seaborne-trail-2.jpg
sitting-lady-falls-via-wittys-lagoon-trail,Sitting Lady Falls via Witty's Lagoon Trail,Witty's Lagoon Regional Park,easy,4.5,2.7,74,Loop,"Kid friendly, Hiking, Nature trips, Bird watching, Running, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/sitting-lady-falls-via-wittys-lagoon-trail?ref=result-card,sitting-lady-falls-via-wittys-lagoon-trail-0.jpg,sitting-lady-falls-via-wittys-lagoon-trail-1.jpg,sitting-lady-falls-via-wittys-lagoon-trail-2.jpg
glenbroook-ravine-park-to-queen-s-park,Glenbroook Ravine Park to Queen's Park,Queen's Park,easy,3.2,6.8,160,Loop,"Hiking, Running, Partially paved, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/glenbroook-ravine-park-to-queen-s-park?ref=result-card,glenbroook-ravine-park-to-queen-s-park-0.jpg,glenbroook-ravine-park-to-queen-s-park-1.jpg,glenbroook-ravine-park-to-queen-s-park-2.jpg
west-highlands-park-loop,West Highlands Park Loop,West Highlands Park,easy,3.8,1.8,47,Loop,"Dogs on leash, Kid friendly, Nature trips, Walking, Running",https://www.alltrails.com/trail/canada/british-columbia/west-highlands-park-loop?ref=result-card,west-highlands-park-loop-0.jpg,west-highlands-park-loop-1.jpg,west-highlands-park-loop-2.jpg
mckee-peak-via-lebitme-mike-and-paper-route,Mckee Peak via Lebitme Mike and Paper Route,"Abbotsford, British Columbia",easy,3.7,4.3,234,Out & Back,"Hiking, Mountain biking, Nature trips, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/mckee-peak-via-lebitme-mike-and-paper-route?ref=result-card,mckee-peak-via-lebitme-mike-and-paper-route-0.jpg,mckee-peak-via-lebitme-mike-and-paper-route-1.jpg,mckee-peak-via-lebitme-mike-and-paper-route-2.jpg
cactus-trails,Cactus Trails,"Peace River C, British Columbia",easy,3.5,1.8,69,Loop,"Hiking, Mountain biking, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/cactus-trails?ref=result-card,cactus-trails-0.jpg,cactus-trails-1.jpg,cactus-trails-2.jpg
hammil-lake-short-loop,Hammil Lake Short Loop,"Powell River B, British Columbia",easy,3.7,3.2,84,Loop,"Hiking, Walking, Running, Forest, Lake",https://www.alltrails.com/trail/canada/british-columbia/hammil-lake-short-loop?ref=result-card,hammil-lake-short-loop-0.jpg,hammil-lake-short-loop-1.jpg,hammil-lake-short-loop-2.jpg
get-over-it-to-green-monster-trail,Get Over It to Green Monster Trail,"Whistler, British Columbia",easy,5,6,404,Out & Back,"Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/get-over-it-to-green-monster-trail?ref=result-card,get-over-it-to-green-monster-trail-0.jpg,get-over-it-to-green-monster-trail-1.jpg,get-over-it-to-green-monster-trail-2.jpg
woodland-bell-loop,Woodland Bell Loop,Silver Star Provincial Park,easy,4.5,4.2,88,Loop,"Kid friendly, Cross-country skiing, Hiking, Forest, Views, Snow",https://www.alltrails.com/trail/canada/british-columbia/woodland-bell-loop?ref=result-card,woodland-bell-loop-0.jpg,woodland-bell-loop-1.jpg,woodland-bell-loop-2.jpg
a-river-runs-through-it-barts-dark-trail,A River Runs Through It / Bart's Dark Trail,"Whistler, British Columbia",easy,3.9,9,219,Out & Back,"Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/a-river-runs-through-it-barts-dark-trail?ref=result-card,a-river-runs-through-it-barts-dark-trail-0.jpg,a-river-runs-through-it-barts-dark-trail-1.jpg,a-river-runs-through-it-barts-dark-trail-2.jpg
source-of-the-columbia-pathway-loop,Source of the Columbia Pathway Loop,East Side Columbia Lake Wildlife Management Area,easy,3.3,2.9,43,Loop,"Kid friendly, Hiking, Nature trips, Walking, Forest, Partially paved, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/source-of-the-columbia-pathway-loop?ref=result-card,source-of-the-columbia-pathway-loop-0.jpg,source-of-the-columbia-pathway-loop-1.jpg,source-of-the-columbia-pathway-loop-2.jpg
richmond-nature-park-east-loop,Richmond Nature Park East Loop,Richmond Nature Park,easy,3.7,1.8,5,Loop,"Hiking, Nature trips, Walking, Running, Forest, Views, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/richmond-nature-park-east-loop?ref=result-card,richmond-nature-park-east-loop-0.jpg,richmond-nature-park-east-loop-1.jpg,richmond-nature-park-east-loop-2.jpg
little-qualicum-fish-hatchery,Little Qualicum Fish Hatchery,"Qualicum Beach, British Columbia",easy,3.5,3.5,38,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/little-qualicum-fish-hatchery?ref=result-card,little-qualicum-fish-hatchery-0.jpg,little-qualicum-fish-hatchery-1.jpg,little-qualicum-fish-hatchery-2.jpg
invergarry-park-loop,Invergarry Park Loop,Invergarry Park,easy,4.3,3.1,98,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/invergarry-park-loop?ref=result-card,invergarry-park-loop-0.jpg,invergarry-park-loop-1.jpg,invergarry-park-loop-2.jpg
farwell-canyon-sand-dunes,Farwell Canyon Sand Dunes,"Cariboo Regional, British Columbia",easy,4.4,3.5,159,Loop,"Hiking, Nature trips, Bird watching, Forest, Views, Wildflowers, Wildlife, Bugs, Scramble, No shade",https://www.alltrails.com/trail/canada/british-columbia/farwell-canyon-sand-dunes?ref=result-card,farwell-canyon-sand-dunes-0.jpg,farwell-canyon-sand-dunes-1.jpg,farwell-canyon-sand-dunes-2.jpg
hardy-bay-estuary-road,Hardy Bay Estuary Road,"Port Hardy, British Columbia",easy,3.9,2.1,39,Out & Back,"Hiking, Bird watching, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/hardy-bay-estuary-road?ref=result-card,hardy-bay-estuary-road-0.jpg,hardy-bay-estuary-road-1.jpg,hardy-bay-estuary-road-2.jpg
ruckle-provincial-park-cusheon-cove-and-yeo-point,"Ruckle Provincial Park, Cusheon Cove, and Yeo Point",Ruckle Provincial Park,easy,4.7,7.9,176,Out & Back,"Hiking, Nature trips, Walking, Bird watching, Beach, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/ruckle-provincial-park-cusheon-cove-and-yeo-point?ref=result-card,ruckle-provincial-park-cusheon-cove-and-yeo-point-0.jpg,ruckle-provincial-park-cusheon-cove-and-yeo-point-1.jpg,ruckle-provincial-park-cusheon-cove-and-yeo-point-2.jpg
reservoir-doc-findlay-and-kinnickinnick-loop,"Reservoir, Doc Findlay and Kinnickinnick Loop",Kenna Cartwright Nature Park,easy,3.8,4.8,129,Loop,"Kid friendly, Hiking, Running, Views",https://www.alltrails.com/trail/canada/british-columbia/reservoir-doc-findlay-and-kinnickinnick-loop?ref=result-card,reservoir-doc-findlay-and-kinnickinnick-loop-0.jpg,reservoir-doc-findlay-and-kinnickinnick-loop-1.jpg,reservoir-doc-findlay-and-kinnickinnick-loop-2.jpg
chasm-canyon,Chasm Canyon,Chasm Provincial Park,easy,3.5,1,27,Out & Back,"Hiking, Nature trips, Walking, Bird watching, Forest, Lake, Waterfall, Bugs",https://www.alltrails.com/trail/canada/british-columbia/chasm-canyon?ref=result-card,chasm-canyon-0.jpg,chasm-canyon-1.jpg,chasm-canyon-2.jpg
coles-bay-loop,Coles Bay Loop,"North Saanich, British Columbia",easy,3.6,1,24,Loop,"Kid friendly, Hiking, Walking, Bird watching, Forest, River, Views",https://www.alltrails.com/trail/canada/british-columbia/coles-bay-loop?ref=result-card,coles-bay-loop-0.jpg,coles-bay-loop-1.jpg,coles-bay-loop-2.jpg
mission-creek-greenway-phase-1-out-and-back,Mission Creek Greenway: Phase 1 Out-and-Back,"Kelowna, British Columbia",easy,3.6,14.8,260,Out & Back,"Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Running, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mission-creek-greenway-phase-1-out-and-back?ref=result-card,mission-creek-greenway-phase-1-out-and-back-0.jpg,mission-creek-greenway-phase-1-out-and-back-1.jpg,mission-creek-greenway-phase-1-out-and-back-2.jpg
oak-haven-loop,Oak Haven Loop,Oak Haven Park ,easy,3.7,1.3,48,Loop,"Kid friendly, Walking, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/oak-haven-loop?ref=result-card,oak-haven-loop-0.jpg,oak-haven-loop-1.jpg,oak-haven-loop-2.jpg
north-arm-bridge-bikeway,North Arm Bridge Bikeway,"Vancouver, British Columbia",easy,4,1.1,5,Point to point,"Dogs on leash, Kid friendly, Road biking, Walking, Paved, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/north-arm-bridge-bikeway?ref=result-card,north-arm-bridge-bikeway-0.jpg,north-arm-bridge-bikeway-1.jpg,north-arm-bridge-bikeway-2.jpg
arbutus-woods-loop,Arbutus Woods Loop,"Qualicum Beach, British Columbia",easy,4.1,2.1,45,Loop,"Kid friendly, Hiking, Walking, Bird watching, Running, Dog friendly, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/arbutus-woods-loop?ref=result-card,arbutus-woods-loop-0.jpg,arbutus-woods-loop-1.jpg,arbutus-woods-loop-2.jpg
doreens-trail-to-pike-pond,Doreens Trail to Pike Pond,"Mission, British Columbia",easy,3.7,2.7,71,Out & Back,"Hiking, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/doreens-trail-to-pike-pond?ref=result-card,doreens-trail-to-pike-pond-0.jpg,doreens-trail-to-pike-pond-1.jpg,doreens-trail-to-pike-pond-2.jpg
cedar-grove-galloping-goose-and-matheson-lake-loop,"Cedar Grove, Galloping Goose, and Matheson Lake Loop",Matheson Lake Regional Park,easy,3.8,6.1,163,Loop,"Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/cedar-grove-galloping-goose-and-matheson-lake-loop?ref=result-card,cedar-grove-galloping-goose-and-matheson-lake-loop-0.jpg,cedar-grove-galloping-goose-and-matheson-lake-loop-1.jpg,cedar-grove-galloping-goose-and-matheson-lake-loop-2.jpg
triangle-lake-loop,Triangle Lake Loop,"Sechelt, British Columbia",easy,3,3.7,104,Loop,"Hiking, Nature trips, Forest, Lake, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/triangle-lake-loop?ref=result-card,triangle-lake-loop-0.jpg,triangle-lake-loop-1.jpg,triangle-lake-loop-2.jpg
coal-creek-heritage,Coal Creek Heritage ,"Fernie, British Columbia",easy,3.4,15.9,302,Loop,"Hiking, Mountain biking, Nature trips, Walking, Bird watching, Dog friendly, Forest, Views, Wildflowers, Historic site",https://www.alltrails.com/trail/canada/british-columbia/coal-creek-heritage?ref=result-card,coal-creek-heritage-0.jpg,coal-creek-heritage-1.jpg,coal-creek-heritage-2.jpg
duck-creek-trail,Duck Creek Trail,Duck Creek Park,easy,3.6,2.1,34,Loop,"Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/duck-creek-trail?ref=result-card,duck-creek-trail-0.jpg,duck-creek-trail-1.jpg,duck-creek-trail-2.jpg
strathcona-parkway-trail,Strathcona Parkway Trail,"Comox Valley C, British Columbia",easy,3.8,5.5,160,Out & Back,"Hiking, Nature trips, Walking, Bird watching, Forest, Views, Snow",https://www.alltrails.com/trail/canada/british-columbia/strathcona-parkway-trail?ref=result-card,strathcona-parkway-trail-0.jpg,strathcona-parkway-trail-1.jpg,strathcona-parkway-trail-2.jpg
artesian-trail--3,Artesian Trail,Watershed Park,easy,3.7,4.2,44,Out & Back,"Hiking, Mountain biking, Nature trips, Walking, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/artesian-trail--3?ref=result-card,artesian-trail--3-0.jpg,artesian-trail--3-1.jpg,artesian-trail--3-2.jpg
hamilton-marsh,Hamilton Marsh,"Nanaimo F, British Columbia",easy,3.5,1.3,43,Loop,"Kid friendly, Nature trips, Walking, Bird watching, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/hamilton-marsh?ref=result-card,hamilton-marsh-0.jpg,hamilton-marsh-1.jpg,hamilton-marsh-2.jpg
green-park-and-horth-hill-loop,Green Park and Horth Hill Loop,Horth Hill Regional Park,easy,3.6,4,106,Loop,"Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/green-park-and-horth-hill-loop?ref=result-card,green-park-and-horth-hill-loop-0.jpg,green-park-and-horth-hill-loop-1.jpg,green-park-and-horth-hill-loop-2.jpg
fraser-river-via-bridge-road,Fraser River via Bridge Road ,"Kent, British Columbia",easy,0.5,5.3,61,Out & Back,"Dogs on leash, Hiking, Mountain biking, Walking, Running, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/fraser-river-via-bridge-road?ref=result-card,fraser-river-via-bridge-road-0.jpg,fraser-river-via-bridge-road-1.jpg,fraser-river-via-bridge-road-2.jpg
lower-lookout-via-cowichan-valley-and-mcgee-main-loop,Lower Lookout via Cowichan Valley and McGee Main Loop,"Cowichan Valley Regional, British Columbia",easy,3.8,12.4,219,Loop,"Hiking, Horseback riding, Running, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lower-lookout-via-cowichan-valley-and-mcgee-main-loop?ref=result-card,lower-lookout-via-cowichan-valley-and-mcgee-main-loop-0.jpg,lower-lookout-via-cowichan-valley-and-mcgee-main-loop-1.jpg,lower-lookout-via-cowichan-valley-and-mcgee-main-loop-2.jpg
marsh-pond-loop,Marsh Pond Loop,Aldergrove Regional Park,easy,4.1,0.8,19,Out & Back,"Dogs on leash, Kid friendly, Cross-country skiing, Hiking, Nature trips, Snowshoeing, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/marsh-pond-loop?ref=result-card,marsh-pond-loop-0.jpg,marsh-pond-loop-1.jpg,marsh-pond-loop-2.jpg
headwaters-park-to-quarry-park-loop,Headwaters Park to Quarry Park Loop,"Bowen Island, British Columbia",easy,4.2,2.9,52,Loop,"Nature trips, Walking, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/headwaters-park-to-quarry-park-loop?ref=result-card,headwaters-park-to-quarry-park-loop-0.jpg,headwaters-park-to-quarry-park-loop-1.jpg,headwaters-park-to-quarry-park-loop-2.jpg
crescent-beach-greenway,Crescent Beach Greenway,Crescent Beach,easy,4.6,3.1,9,Out & Back,"Dogs on leash, Kid friendly, Stroller friendly, Hiking, Mountain biking, Nature trips, Walking, Running, Partially paved, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/crescent-beach-greenway?ref=result-card,crescent-beach-greenway-0.jpg,crescent-beach-greenway-1.jpg,crescent-beach-greenway-2.jpg
