973,Brockton Point Trail,Stanley Park,easy,4.5,1.3 km,24 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/brockton-point-trail?ref=result-card
974,Alouette Lake Kayak,Golden Ears Provincial Park,easy,3.8,12.2 km,1 m,Loop,", Kid friendly, Paddle sports, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/alouette-lake-kayak?ref=result-card
975,Barnes Lake,"Kamloops, British Columbia",easy,3.5,8.9 km,279 m,Loop,", Dogs on leash, Kid friendly, Hiking, Horseback riding, Mountain biking, Nature trips, Walking, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/barnes-lake?ref=result-card
976,Havenwood Loops,Havenwood Park,easy,3.9,1.6 km,21 m,Loop,", Kid friendly, Hiking, Walking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/havenwood-park-loops?ref=result-card
977,Cook Creek Loop,Beauford East Woodlands,easy,3.4,4.0 km,171 m,Loop,", Hiking, Mountain biking, Nature trips, Forest, Wildlife, Muddy",https://www.alltrails.com/trail/canada/british-columbia/cook-creek-loop?ref=result-card
978,Forests for the World Lookout,"Prince George, British Columbia",easy,4.3,2.3 km,65 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/forests-for-the-world-lookout?ref=result-card
979,Bright Angel Loop,Bright Angel Park,easy,3.7,1.3 km,22 m,Loop,", Hiking, Walking, Forest, River",https://www.alltrails.com/trail/canada/british-columbia/bright-angel-loop?ref=result-card
980,Mack Laing Nature Park,"Comox, British Columbia",easy,3.6,1.6 km,28 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Beach, Forest, River, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/mack-laing-nature-park?ref=result-card
981,Fuller Lake Arena Grounds,"North Cowichan, British Columbia",easy,3.8,3.4 km,42 m,Loop,", Kid friendly, Hiking, Walking, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/fuller-lake-arena?ref=result-card
982,Smith's Trail,"Nanaimo C, British Columbia",easy,3.8,1.6 km,32 m,Loop,", Kid friendly, Hiking, Nature trips, Running, Forest",https://www.alltrails.com/trail/canada/british-columbia/smiths-trail?ref=result-card
983,Tsolum River Trail,"Puntledge, British Columbia",easy,3.3,2.3 km,88 m,Out &amp; back,", Hiking, Walking, Running, Forest, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/tsolum-river-trail?ref=result-card
984,Panama Flats Loop,"Saanich, British Columbia",easy,3.4,2.1 km,12 m,Loop,", Dogs on leash, Hiking, Nature trips, Walking, Bird watching, Views, Wildlife, Muddy",https://www.alltrails.com/trail/canada/british-columbia/panama-flats-loop?ref=result-card
985,Martin Falls ,"Chetwynd, British Columbia",easy,4.1,0.8 km,29 m,Out &amp; back,", Hiking, Nature trips, Walking, Forest, River, Waterfall",https://www.alltrails.com/trail/canada/british-columbia/martin-falls?ref=result-card
986,Enchanted Forest Trail,"Capital G, British Columbia",easy,3.8,0.8 km,9 m,Loop,", Hiking, Walking, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/enchanted-forest-trail?ref=result-card
987,North John Dean,John Dean Provincial Park,easy,3.8,1.9 km,63 m,Loop,", Hiking, Walking, Bird watching, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/north-john-dean?ref=result-card
988,Pebble Beach,"Central Kootenay A, British Columbia",easy,4.6,2.9 km,156 m,Out &amp; back,", Camping, Hiking, Walking, Bird watching, Beach, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pebble-beach?ref=result-card
989,Boyle Point and Morrison Marsh Loop,Boyle Point Provincial Park,easy,3.3,10.8 km,337 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Beach, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/boyle-point-morrison-marsh?ref=result-card
990,Pipeline Trail,"Nanaimo C, British Columbia",easy,4.2,6.9 km,141 m,Out &amp; back,", Hiking, Walking, Dog friendly, Forest, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pipeline-trail?ref=result-card
991,Home Run and Upper Veedol Trail,Ellison Provincial Park ,easy,4.2,5.3 km,212 m,Loop,", Dogs on leash, Kid friendly, Hiking, Horseback riding, Mountain biking, Nature trips, Walking, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/home-run-and-upper-veedol-trail?ref=result-card
992,Tom Lacey Trail,"Merritt, British Columbia",easy,4.1,7.9 km,250 m,Out &amp; back,", Hiking, Nature trips, Running, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/tom-lacey-trail?ref=result-card
993,Railway Greenway,"Richmond, British Columbia",easy,3.8,4.5 km,3 m,Point to point,", Kid friendly, Road biking, Walking, City walk",https://www.alltrails.com/trail/canada/british-columbia/railway-path?ref=result-card
994,"Doc Findlay, Red Fox, Kinnickkinnick Loop",Kenna Cartwright Nature Park,easy,4.4,2.6 km,67 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Running, Views",https://www.alltrails.com/trail/canada/british-columbia/doc-findlay-red-fox-kinnickkinnick-loop?ref=result-card
995,Ward's Ferry Trail,"Nelson, British Columbia",easy,1.9,8.2 km,123 m,Point to point,", Hiking, Nature trips, Dog friendly, River, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/ward-s-ferry-trail?ref=result-card
996,Delaurentiis Bluffs,"Salmo, British Columbia",easy,3.4,4.2 km,508 m,Loop,", Hiking, Nature trips, Snowshoeing, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/delaurentiis-bluffs?ref=result-card
997,Boulderwood Hill Loop,Boulderwood Hill Park,easy,4.6,1.1 km,24 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Dog friendly, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/boulderwood-hill-loop?ref=result-card
998,Park Royal Loop,Ambleside Park,easy,3.8,4.8 km,32 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Running",https://www.alltrails.com/trail/canada/british-columbia/park-royal-and-back?ref=result-card
999,Beaver Pond Trail ,E.C. Manning Provincial Park,easy,4,5.1 km,96 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Bird watching, Running, Forest, River, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/beaver-pond-trail--2?ref=result-card
1000,Garibaldi Lake Trail,Garibaldi Provincial Park,moderate,4.5,20.3 km,"1,012 m",Out &amp; back,", Backpacking, Camping, Hiking, Snowshoeing, Forest, Lake, Views, Wildflowers, Wildlife, Fee, No dogs",https://www.alltrails.com/trail/canada/british-columbia/garibaldi-lake-trail?ref=result-card
1001,Bowen Lookout and Saint Marks Summit via Howe Sound Crest Trail,Cypress Provincial Park,moderate,4.4,12.2 km,605 m,Loop,", Dogs on leash, Hiking, Bird watching, Running, Forest, Views, Wildflowers, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/bowen-lookout-and-st-mark-s-summit-via-howe-sound-crest-trail?ref=result-card
1002,Jug Island Beach Trail,Belcarra Regional Park,moderate,4.4,5.1 km,221 m,Out &amp; back,", Dogs on leash, Kid friendly, Fishing, Hiking, Walking, Bird watching, Beach, Forest, Views, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/jug-island-beach-trail--2?ref=result-card
1003,Buntzen Lake Trail,Buntzen Lake Recreational Area,moderate,4.3,10.5 km,301 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Bird watching, Running, Beach, Forest, Lake, Partially paved, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/buntzen-lake-trail?ref=result-card
1004,Norvan Falls,Lynn Headwaters Regional Park,moderate,4.1,14.0 km,360 m,Out &amp; back,", Hiking, Dog friendly, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/norvan-falls?ref=result-card
1005,Emerald Lake Trail,Yoho National Park,moderate,4.3,10.8 km,373 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Running, Forest, Lake, Partially paved, Views, Waterfall, Wildlife, Muddy, Snow",https://www.alltrails.com/trail/canada/british-columbia/emerald-lake-trail?ref=result-card
1006,Elfin Lakes,Garibaldi Provincial Park,moderate,4.5,20.1 km,821 m,Out &amp; back,", Backpacking, Camping, Cross-country skiing, Hiking, Mountain biking, Snowshoeing, Forest, Lake, Views, Wildflowers, Wildlife, Bugs, Rocky, Snow, No dogs",https://www.alltrails.com/trail/canada/british-columbia/elfin-lakes-diamondhead?ref=result-card
1007,Dog Mountain Trail,Mount Seymour Provincial Park,moderate,4.3,5.6 km,165 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Snowshoeing, Running, Forest, Lake, Views, Wildlife, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/dog-mountain-trail?ref=result-card
1008,Kennedy Falls via Cedar Tree Trail,Lynn Headwaters Regional Park,moderate,4.3,12.1 km,477 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Forest, Waterfall, Wildlife, Muddy",https://www.alltrails.com/trail/canada/british-columbia/kennedy-falls-via-cedar-tree-trail?ref=result-card
1009,Eagleridge Bluffs via Black Mountain Trail,Cypress Provincial Park,moderate,4.5,8.2 km,435 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Bird watching, Forest, Lake, Views, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/eagle-bluff-trail?ref=result-card
1010,Watersprite Lake (Summer Route),"Seaichem 16, British Columbia",moderate,4.5,19.0 km,736 m,Out &amp; back,", Dogs on leash, Hiking, Forest, Lake, Views, Wildflowers, Wildlife, Rocky, Scramble, Snow",https://www.alltrails.com/trail/canada/british-columbia/watersprite-lake-summer-route?ref=result-card
1011,Black Mountain and Cabin Lake,Cypress Provincial Park,moderate,4.3,6.0 km,363 m,Loop,", Dogs on leash, Hiking, Snowshoeing, Bird watching, Running, Forest, Lake, River, Views, Wildlife, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/black-mountain-and-cabin-lake?ref=result-card
1012,Lindeman and Greendrop Lakes Trail,Chilliwack Lake Provincial Park,moderate,4.3,10.9 km,469 m,Out &amp; back,", Camping, Fishing, Hiking, Nature trips, Bird watching, Dog friendly, Forest, Lake, Views, Waterfall, Wildflowers, Wildlife, Bridge out, Rocky, Scramble",https://www.alltrails.com/trail/canada/british-columbia/lindeman-and-greendrop-lakes-trail?ref=result-card
1013,Hunter Trail,"Mission, British Columbia",moderate,4.3,7.7 km,324 m,Out &amp; back,", Hiking, Nature trips, Bird watching, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/hunter-trail?ref=result-card
1014,Lindeman Lake Trail,Chilliwack Lake Provincial Park,moderate,4.2,3.5 km,238 m,Out &amp; back,", Dogs on leash, Camping, Hiking, Nature trips, Forest, Lake, River, Views, Wildlife, Rocky, Scramble",https://www.alltrails.com/trail/canada/british-columbia/lindeman-lake-trail?ref=result-card
1015,Cheakamus Lake Trail,Garibaldi Provincial Park,moderate,4.4,14.3 km,402 m,Out &amp; back,", Camping, Hiking, Mountain biking, Forest, Lake, Views, Wildflowers, Wildlife, Bugs, Muddy, No dogs",https://www.alltrails.com/trail/canada/british-columbia/cheakamus-lake-trail?ref=result-card
1016,Three Brothers Mountain via Heather Trail,E.C. Manning Provincial Park,moderate,4.4,20.4 km,846 m,Out &amp; back,", Dogs on leash, Backpacking, Camping, Cross-country skiing, Hiking, Skiing, Snowshoeing, Forest, Views, Wildflowers, Wildlife, Muddy, Rocky, Scramble, No shade",https://www.alltrails.com/trail/canada/british-columbia/three-brothers-mountain-via-heather-trail?ref=result-card
1017,Abby Grind Trail,Sumas Mountain Regional Park,moderate,4.1,3.4 km,424 m,Loop,", Dogs on leash, Kid friendly, Hiking, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/abby-grind-trail--2?ref=result-card
1018,Tunnel Bluffs from Lions Bay,"Lions Bay, British Columbia",moderate,4.4,10.9 km,519 m,Out &amp; back,", Hiking, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/tunnel-bluffs-from-lions-bay--2?ref=result-card
1019,"Addington Lookout and High Knoll via Lodge, Fern and Quarry Trail",Minnekhada Regional Park,moderate,4.4,6.9 km,265 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Running, Forest, River, Views, Wildflowers, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/addington-lookout-and-high-knoll-via-lodge-fern-and-quarry-trail?ref=result-card
1020,Kinney Lake Trail,Mount Robson Provincial Park,moderate,4.5,13.4 km,433 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Forest, Lake, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/kinney-lake?ref=result-card
1021,Lake Helen Mackenzie and Battleship Lake Loop Hike,Strathcona Provincial Park,moderate,4.2,8.5 km,301 m,Loop,", Dogs on leash, Hiking, Nature trips, Walking, Bird watching, Forest, Lake, Views, Wildflowers, Snow",https://www.alltrails.com/trail/canada/british-columbia/lake-helen-mackenzie-and-battleship-lake-loop-hike?ref=result-card
1022,Enderby Cliffs Trail,Enderby Cliffs Provincial Park,moderate,4.5,12.9 km,790 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Bird watching, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/enderby-cliffs-trail?ref=result-card
1023,Saint Marks Summit,Cypress Provincial Park,moderate,3.9,10.5 km,587 m,Out &amp; back,", Dogs on leash, Hiking, Bird watching, Forest, Views, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/saint-marks-summit?ref=result-card
1024,Jocelyn Hill Trail Loop,Gowlland Tod Provincial Park,moderate,4.4,8.9 km,438 m,Loop,", Dogs on leash, Hiking, Nature trips, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/jocelyn-hill-trail-loop?ref=result-card
1025,Myra Canyon Trail,Myra Bellevue Provincial Park,moderate,4.4,24.9 km,548 m,Out &amp; back,", Hiking, Mountain biking, Nature trips, Road biking, Walking, Bird watching, Dog friendly, Forest, Partially paved, Rails trails, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/myra-canyon-trail?ref=result-card
1026,Alder Flats via West Canyon Trail,Golden Ears Provincial Park,moderate,4.2,11.4 km,445 m,Out &amp; back,", Camping, Hiking, Nature trips, Snowshoeing, Dog friendly, Forest, River, Views, Wildlife, Blowdown, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/alder-flats?ref=result-card
1027,Mount Thom via Thom Creek Trail,Mount Thom Park,moderate,4.2,6.9 km,456 m,Out &amp; back,", Dogs on leash, Hiking, Horseback riding, Nature trips, Walking, Running, Views",https://www.alltrails.com/trail/canada/british-columbia/mount-thom--2?ref=result-card
1028,Gold Creek Lookout,Golden Ears Provincial Park,moderate,4.2,7.7 km,252 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Snowshoeing, Walking, Running, Forest, Lake, River, Views, Muddy, Snow",https://www.alltrails.com/trail/canada/british-columbia/gold-creek-lookout?ref=result-card
1029,Browning Lake and Jurassic Ridge Loop,Murrin Provincial Park,moderate,4.4,2.4 km,162 m,Loop,", Kid friendly, Hiking, Forest, Lake, Views, Wildflowers, Wildlife, Rocky, No dogs",https://www.alltrails.com/trail/canada/british-columbia/browning-lake-and-jurassic-ridge-via-loop-trail?ref=result-card
1030,Upper Gold Creek Falls via East Canyon Trail and West Canyon Trail Loop,Golden Ears Provincial Park,moderate,4.2,10.5 km,391 m,Loop,", Kid friendly, Hiking, Nature trips, Running, Forest, Lake, River, Views, Waterfall, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/upper-falls-via-east-canyon-trail-and-west-canyon-trail-loop?ref=result-card
1031,Chadsey Lake,"Abbotsford, British Columbia",moderate,4.1,10.6 km,682 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Walking, Forest, Lake, Views, Bugs, Muddy, Over grown",https://www.alltrails.com/trail/canada/british-columbia/chadsey-lake?ref=result-card
1032,Vedder Mountain Ridge Trail,"Chilliwack, British Columbia",moderate,4.3,8.9 km,377 m,Out &amp; back,", Backpacking, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/vedder-mountain-ridge-trail?ref=result-card
1033,Old Baldy Mountain,Old Baldy Mountain Park,moderate,4.4,2.4 km,208 m,Out &amp; back,", Hiking, Nature trips, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/old-baldy-mountain?ref=result-card
1034,"Coquitlam Lake View Trail, Sawblade Falls, and Woodland Walk Loop",Pinecone Burke Provincial Park ,moderate,4.1,7.2 km,266 m,Loop,", Hiking, Mountain biking, Bird watching, Running, Dog friendly, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Bugs",https://www.alltrails.com/trail/canada/british-columbia/coquitlam-lake-view-trail-sawblade-falls-and-woodland-walk-loop?ref=result-card
1035,Lower Lynn Loop Trail,Lynn Headwaters Regional Park,moderate,4.2,5.5 km,187 m,Loop,", Dogs on leash, Hiking, Nature trips, Walking, Bird watching, River, Views",https://www.alltrails.com/trail/canada/british-columbia/lower-lynn-loop-trail?ref=result-card
1036,Burnaby Mountain Loop,Burnaby Mountain Conservation Area,moderate,4.1,5.1 km,248 m,Loop,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Bird watching, Running, Forest, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/burnaby-mountain-loop?ref=result-card
1037,Whyte Lake via Nelson Creek Trail,Whyte Lake Park,moderate,4.2,5.0 km,195 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Bird watching, Forest, Lake, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/whyte-lake-via-nelson-creek-trail?ref=result-card
1038,Bear Creek Loop Trail,Bear Creek Park,moderate,4.3,2.1 km,116 m,Loop,", Kid friendly, Hiking, Walking, Bird watching, Running, Dog friendly, Forest, River, Views, Waterfall, Rocky",https://www.alltrails.com/trail/canada/british-columbia/bear-creek-loop-trail?ref=result-card
1039,Great Glacier Trail,Glacier National Park,moderate,4.7,7.9 km,411 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Rocky, Snow, Historic site",https://www.alltrails.com/trail/canada/british-columbia/great-glacier-trail?ref=result-card
1040,"Baden Powell, Capilano Pacific Trail and Coho Loop",Capilano River Regional Park,moderate,4.2,7.9 km,286 m,Loop,", Dogs on leash, Kid friendly, Fishing, Hiking, Walking, Bird watching, Running, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/capilano-river-regional-park-loop?ref=result-card
1041,Hollyburn Peak via Winter Access Trail Loop,Cypress Provincial Park,moderate,4.4,6.9 km,415 m,Loop,", Dogs on leash, Hiking, Snowshoeing, Forest, Lake, Views, Wildflowers, Wildlife, Over grown, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/hollyburn-peak-winter-access-trail-loop?ref=result-card
1042,Takakkaw Falls and Yoho Lake Loop,Yoho National Park,moderate,4.6,10.8 km,645 m,Loop,", Dogs on leash, Hiking, Nature trips, Walking, Bird watching, Forest, Lake, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/takakkaw-falls-and-yoho-lake-loop?ref=result-card
1043,Whistler Peak: Half Note to High Note,"Whistler, British Columbia",moderate,4.6,9.2 km,670 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/whistler-peak-half-note-to-high-note?ref=result-card
1044,East Sooke Coast and Interior Trail Loop,East Sooke Regional Park,moderate,4.6,7.7 km,230 m,Loop,", Kid friendly, Hiking, Nature trips, Paddle sports, Running, Beach, Dog friendly, Forest, Views, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/east-sooke-coast-and-interior-trail-loop?ref=result-card
1045,Coquitlam Lake View Trail,Pinecone Burke Provincial Park ,moderate,4.2,11.1 km,475 m,Out &amp; back,", Dogs on leash, Hiking, Mountain biking, Nature trips, Snowshoeing, Bird watching, Running, Forest, River, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/coquitlam-lake-view-trail?ref=result-card
1046,Brandywine Meadows,Brandywine Falls Park,moderate,4.4,11.1 km,815 m,Out &amp; back,", Dogs on leash, Camping, Hiking, Walking, River, Wildflowers, Bugs, Muddy",https://www.alltrails.com/trail/canada/british-columbia/brandywine-meadows--2?ref=result-card
1047,Skutz Falls,Cowichan River Provincial Park,moderate,4.5,6.9 km,142 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Forest, River, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/skutz-falls-hike?ref=result-card
1048,Pincushion Mountain Trail,"Peachland, British Columbia",moderate,4.5,3.4 km,245 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Dog friendly, Forest, Views, Rocky, Scramble",https://www.alltrails.com/trail/canada/british-columbia/pincushion-mountain-trail?ref=result-card
1049,Blue Gentian and Lost Lake via Brothers Creek Loop,Cypress Provincial Park,moderate,4.3,8.5 km,406 m,Loop,", Dogs on leash, Hiking, Nature trips, Bird watching, Running, Forest, Lake, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/blue-gentian-and-lost-lake-via-brothers-creek-loop?ref=result-card
1050,Eva Lake and Miller Lake Trail,Mount Revelstoke National Park,moderate,4.4,15.0 km,493 m,Out &amp; back,", Hiking, Nature trips, Walking, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife, Snow, No dogs",https://www.alltrails.com/trail/canada/british-columbia/eva-lake-and-miller-lake-trail?ref=result-card
1051,Ammonite Falls Regional Trail,Benson Creek Falls Regional Park ,moderate,4.2,4.8 km,201 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Forest, River, Views, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/ammonite-falls-regional-trail?ref=result-card
1052,Mount Douglas via Whitaker Loop,Mount Douglas Park,moderate,4.3,5.5 km,213 m,Loop,", Hiking, Walking, Running, Dog friendly, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mount-douglas-via-whitaker-loop?ref=result-card
1053,Crater Rim and Farside Loop Trail,Whistler Interpretive Forest,moderate,4.4,9.8 km,416 m,Loop,", Dogs on leash, Kid friendly, Camping, Hiking, Nature trips, Walking, Bird watching, Running, Forest, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/crater-rim-and-farside-loop-trail?ref=result-card
1054,Lantzville Lookout Loop,"Lantzville, British Columbia",moderate,4.4,5.8 km,325 m,Loop,", Hiking, Nature trips, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lantzville-lookout-loop?ref=result-card
1055,Mount Wells Summit Trail,Mount Wells Regional Park,moderate,4.3,2.6 km,225 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Dog friendly, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mount-wells-summit-trail?ref=result-card
1056,Canso Crash Site Trail,Pacific Rim National Park Reserve,moderate,4.4,5.1 km,134 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife, Muddy, No dogs",https://www.alltrails.com/trail/canada/british-columbia/canso-crash-site-trail?ref=result-card
1057,Notch Hill Loop,"Nanoose, British Columbia",moderate,4.3,2.9 km,204 m,Loop,", Dogs on leash, Kid friendly, Hiking, Walking, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/notch-hill-loop-trail?ref=result-card
1058,"Upper Thetis Lake Trail, Bellamy Trail, and Seaborn Trail Loop",Thetis Lake Regional Park,moderate,4.3,7.7 km,139 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/upper-thetis-lake-trail-bellamy-trail-and-seaborn-trail-loop?ref=result-card
1059,Tonquin Trail,"Tofino, British Columbia",moderate,4.3,3.2 km,67 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Walking, Beach, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/tonquin-trail?ref=result-card
1060,Burnaby Mountain Park Full Loop,Burnaby Mountain Conservation Area,moderate,4.2,11.1 km,362 m,Loop,", Dogs on leash, Hiking, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/burnaby-mountain-park-full-loop?ref=result-card
1061,Mount Work Summit Trail,Mount Work Regional Park,moderate,4.4,5.5 km,314 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/mount-work-summit-trail?ref=result-card
1062,Mystery Lake and Mystery Peak,Mount Seymour Provincial Park,moderate,4.1,4.8 km,255 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/mystery-lake?ref=result-card
1063,Mount Manuel Quimper,Sea to Sea Regional Park,moderate,4.3,10.0 km,478 m,Loop,", Dogs on leash, Hiking, Mountain biking, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/mt-manuel-quimper?ref=result-card
1064,Knox Mountain via Apex Trail,Knox Mountain Park,moderate,3.6,4.0 km,263 m,Out &amp; back,", Kid friendly, Hiking, Mountain biking, Nature trips, Road biking, Walking, Bird watching, Running, Lake, Views, No dogs",https://www.alltrails.com/trail/canada/british-columbia/knox-mountain?ref=result-card
1065,Woodland Walks (Lower Burke Ridge) Trail,Pinecone Burke Provincial Park ,moderate,3.9,7.9 km,340 m,Loop,", Dogs on leash, Kid friendly, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Forest, Views, Wildflowers, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/woodland-walks-lower-burke-ridge-trail?ref=result-card
1066,Upper Thetis Lake Trail,Thetis Lake Regional Park,moderate,4.3,5.1 km,85 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Lake, Views, Wildlife, Muddy",https://www.alltrails.com/trail/canada/british-columbia/upper-thetis-lake-trail?ref=result-card
1067,Holland Creek Trail,Holland Creek Park,moderate,4.3,6.6 km,184 m,Loop,", Kid friendly, Hiking, Walking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/holland-creek-trail?ref=result-card
1068,Diez Vistas Trail to Vista No. 1,Buntzen Lake Recreational Area,moderate,4.3,8.2 km,545 m,Out &amp; back,", Hiking, Nature trips, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/diez-vistas-trail-to-vista-1?ref=result-card
